game_id,week,home_team_id,home_team_name,home_team_abbr,home_score,away_team_id,away_team_name,away_team_abbr,away_score,venue_name,game_date,start_time_local,timestamp_utc,timestamp_pst,season_id,season_name,season_year,season_type,league_id,league_name
401309834,1,10116,Utah,UTAH,40,10549,Weber State,NULL,17,Rice-Eccles Stadium,,,9/2/2021 23:30,9/2/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401300993,1,10004,Appalachian State,APP,33,10028,East Carolina,ECU,19,Kidd Brewer Stadium,,,9/2/2021 23:30,9/2/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401300994,1,10109,Tulsa,TLSA,17,10543,UC Davis,NULL,19,Skelly Field at H. A. Chapman Stadium,,,9/2/2021 23:30,9/2/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401281952,1,10101,Tennessee,TENN,38,10015,Bowling Green,BGSU,6,Neyland Stadium,,,9/3/2021 0:00,9/2/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401310696,1,10070,New Mexico,UNM,27,10476,Houston Baptist,NULL,17,University Stadium,,,9/3/2021 0:00,9/2/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282789,1,10063,Minnesota,MINN,31,10078,Ohio State,OSU,45,TCF Bank Stadium,,,9/3/2021 0:00,9/2/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282180,1,10126,Western Kentucky,WKU,59,10544,UT Martin,NULL,21,Houchens Industries-L. T. Smith Stadium,,,9/3/2021 0:00,9/2/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401310694,1,10114,UNLV,UNLV,33,10466,Eastern Washington,NULL,35,Allegiant Stadium,,,9/3/2021 2:00,9/2/2021 19:00,10001,College Football 2021,2021,regular,1001,College Football
401309835,1,10006,Arizona State,ASU,41,10535,Southern Utah,NULL,14,Sun Devil Stadium,,,9/3/2021 2:30,9/2/2021 19:30,10001,College Football 2021,2021,regular,1001,College Football
401309937,1,10122,Virginia Tech,VT,17,10072,North Carolina,UNC,10,Lane Stadium,,,9/3/2021 22:00,9/3/2021 15:00,10001,College Football 2021,2021,regular,1001,College Football
401282608,1,10123,Wake Forest,WAKE,42,10081,Old Dominion,ODU,10,BB&T Field,,,9/3/2021 23:00,9/3/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401282052,1,10020,Charlotte,CHAR,31,10027,Duke,DUKE,28,Jerry Richardson Stadium,,,9/3/2021 23:00,9/3/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401287888,1,10045,Kansas,KU,17,10529,South Dakota,NULL,14,Memorial Stadium,,,9/4/2021 0:00,9/3/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282782,1,10075,Northwestern,NW,21,10061,Michigan State,MSU,38,Ryan Field,,,9/4/2021 1:00,9/3/2021 18:00,10001,College Football 2021,2021,regular,1001,College Football
401310695,1,10025,Colorado State,CSU,23,10530,South Dakota State,NULL,42,Canvas Stadium,,,9/4/2021 1:00,9/3/2021 18:00,10001,College Football 2021,2021,regular,1001,College Football
401309836,1,10024,Colorado,COLO,35,10511,Northern Colorado,NULL,7,Folsom Field,,,9/4/2021 1:00,9/3/2021 18:00,10001,College Football 2021,2021,regular,1001,College Football
401287894,1,10079,Oklahoma,OKLA,40,10108,Tulane,TULN,35,Gaylord Family Oklahoma Memorial Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401281947,1,10048,Kentucky,UK,45,10051,Louisiana Monroe,ULM,10,Commonwealth Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401309601,1,10037,Georgia State,GAST,10,10009,Army,ARMY,43,Georgia State Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282815,1,10129,Wisconsin,WIS,10,10085,Penn State,PSU,16,Camp Randall Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401287889,1,10046,Kansas State,KSU,24,10097,Stanford,STAN,7,AT&T Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282772,1,10060,Michigan,MICH,47,10127,Western Michigan,WMU,14,Michigan Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282822,1,10089,Rutgers,RUTG,61,10100,Temple,TEM,14,SHI Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401286188,1,10026,Connecticut,CONN,28,10475,Holy Cross,NULL,38,Rentschler Field,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401327913,1,10068,Nebraska,NEB,52,10469,Fordham,NULL,7,Memorial Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282609,1,10014,Boston College,BC,51,10453,Colgate,NULL,0,Alumni Stadium,,,9/4/2021 16:00,9/4/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401309838,1,10083,Oregon,ORE,31,10034,Fresno State,FRES,24,Autzen Stadium,,,9/4/2021 18:00,9/4/2021 11:00,10001,College Football 2021,2021,regular,1001,College Football
401310861,1,10001,Air Force,AFA,35,10487,Lafayette,NULL,14,Falcon Stadium,,,9/4/2021 18:00,9/4/2021 11:00,10001,College Football 2021,2021,regular,1001,College Football
401281943,1,10007,Arkansas,ARK,38,10088,Rice,RICE,17,Donald W. Reynolds Razorback Stadium Frank Broyles Field,,,9/4/2021 18:00,9/4/2021 11:00,10001,College Football 2021,2021,regular,1001,College Football
401282764,1,10056,Maryland,MD,30,10128,West Virginia,WVU,24,Maryland Stadium,,,9/4/2021 19:30,9/4/2021 12:30,10001,College Football 2021,2021,regular,1001,College Football
401282174,1,10066,Navy,NAVY,7,10055,Marshall,MRSH,49,Navy-Marine Corps Memorial Stadium,,,9/4/2021 19:30,9/4/2021 12:30,10001,College Football 2021,2021,regular,1001,College Football
401281942,1,10058,Miami,MIAMI,13,10003,Alabama,ALA,44,Mercedes-Benz Stadium,,,9/4/2021 19:30,9/4/2021 12:30,10001,College Football 2021,2021,regular,1001,College Football
401300996,1,10021,Cincinnati,CIN,49,10059,Miami (OH),M-OH,14,Nippert Stadium,,,9/4/2021 19:30,9/4/2021 12:30,10001,College Football 2021,2021,regular,1001,College Football
401282723,1,10043,Iowa,IOWA,34,10042,Indiana,IND,6,Kinnick Stadium,,,9/4/2021 19:30,9/4/2021 12:30,10001,College Football 2021,2021,regular,1001,College Football
401281950,1,10065,Missouri,MIZ,34,10019,Central Michigan,CMU,24,Faurot Field,,,9/4/2021 20:00,9/4/2021 13:00,10001,College Football 2021,2021,regular,1001,College Football
401282612,1,10086,Pittsburgh,PITT,51,10113,UMass,UMASS,7,Heinz Field,,,9/4/2021 20:00,9/4/2021 13:00,10001,College Football 2021,2021,regular,1001,College Football
401310697,1,10130,Wyoming,WYO,19,10499,Montana State,NULL,16,War Memorial Stadium,,,9/4/2021 20:00,9/4/2021 13:00,10001,College Football 2021,2021,regular,1001,College Football
401281949,1,10064,Mississippi State,MSST,35,10052,Louisiana Tech,LT,34,Davis Wade Stadium,,,9/4/2021 20:00,9/4/2021 13:00,10001,College Football 2021,2021,regular,1001,College Football
401287887,1,10044,Iowa State,ISU,16,10512,Northern Iowa,NULL,10,Jack Trice Stadium,,,9/4/2021 20:30,9/4/2021 13:30,10001,College Football 2021,2021,regular,1001,College Football
401287892,1,10102,Texas,TEX,38,10050,Louisiana,ULL,18,Darrell K Royal-Texas Memorial Stadium,,,9/4/2021 20:30,9/4/2021 13:30,10001,College Football 2021,2021,regular,1001,College Football
401309842,1,10115,USC,USC,30,10091,San Jos,SJSU,7,Los Angeles Memorial Coliseum,,,9/4/2021 21:00,9/4/2021 14:00,10001,College Football 2021,2021,regular,1001,College Football
401309600,1,10036,Georgia Southern,GASO,30,10470,Gardner-Webb,NULL,25,Paulson Stadium,,,9/4/2021 22:00,9/4/2021 15:00,10001,College Football 2021,2021,regular,1001,College Football
401286294,1,10049,Liberty,LIB,48,10447,Campbell,NULL,7,Williams Stadium,,,9/4/2021 22:00,9/4/2021 15:00,10001,College Football 2021,2021,regular,1001,College Football
401281951,1,10094,South Carolina,SC,46,10464,Eastern Illinois,NULL,0,Williams-Brice Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401287890,1,10080,Oklahoma State,OKST,23,10496,Missouri State,NULL,16,Boone Pickens Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401309543,1,10106,Toledo,TOL,49,10505,Norfolk State,NULL,10,Glass Bowl,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401300997,1,10057,Memphis,MEM,42,10504,Nicholls,NULL,17,Liberty Bowl Memorial Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401309598,1,10008,Arkansas State,ARST,40,10448,Central Arkansas,NULL,21,Centennial Bank Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401282173,1,10062,Middle Tennessee,MTSU,50,10497,Monmouth,NULL,15,"Johnny Red"""" Floyd Stadium""""",,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401309602,1,10107,Troy,TROY,55,10533,Southern,NULL,3,Veterans Memorial Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401300998,1,10092,SMU,SMU,56,10434,Abilene Christian,NULL,9,Gerald J. Ford Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401287886,1,10040,Houston,HOU,21,10105,Texas Tech,TTU,38,NRG Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401287893,1,10104,Texas State,TXST,22,10012,Baylor,BAY,29,Jim Wacker Field at Bobcat Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401281944,1,10010,Auburn,AUB,60,10002,Akron,AKR,10,Jordan-Hare Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401282819,1,10087,Purdue,PUR,30,10084,Oregon State,ORST,21,Ross-Ade Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401282611,1,10077,Ohio,OHIO,9,10098,Syracuse,SYR,29,Peden Stadium,,,9/4/2021 23:00,9/4/2021 16:00,10001,College Football 2021,2021,regular,1001,College Football
401281945,1,10030,Florida,FLA,35,10031,Florida Atlantic,FAU,14,Ben Hill Griffin Stadium,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401281946,1,10022,Clemson,CLEM,3,10035,Georgia,UGA,10,Bank of America Stadium,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282610,1,10038,Georgia Tech,GT,21,10073,Northern Illinois,NIU,22,Bobby Dodd Stadium at Historic Grant Field,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282179,1,10041,Illinois,ILL,30,10119,UT San Antonio,UTSA,37,Memorial Stadium,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282175,1,10074,North Texas,UNT,44,10513,Northwestern State,NULL,14,Apogee Stadium,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282613,1,10121,Virginia,UVA,43,10552,William & Mary,NULL,0,Scott Stadium,,,9/4/2021 23:30,9/4/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401287891,1,10099,TCU,TCU,45,10462,Duquesne,NULL,3,Amon G. Carter Stadium,,,9/5/2021 0:00,9/4/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282054,1,10120,Vanderbilt,VAN,3,10463,East Tennessee State,NULL,23,Vanderbilt Stadium,,,9/5/2021 0:00,9/4/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401309839,1,10124,Washington,WASH,7,10498,Montana,NULL,13,Husky Stadium,,,9/5/2021 0:00,9/4/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282177,1,10093,South Alabama,USA,31,10095,Southern Mississippi,USM,7,Hancock Whitney Stadium,,,9/5/2021 0:00,9/4/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401282053,1,10103,Texas A&M,TA&M,41,10047,Kent State,KENT,10,Kyle Field,,,9/5/2021 0:00,9/4/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401281948,1,10112,UCLA,UCLA,38,10054,LSU,LSU,27,Rose Bowl,,,9/5/2021 0:30,9/4/2021 17:30,10001,College Football 2021,2021,regular,1001,College Football
401282178,1,10118,UTEP,UTEP,38,10441,Bethune-Cookman,NULL,28,Sun Bowl Stadium,,,9/5/2021 1:00,9/4/2021 18:00,10001,College Football 2021,2021,regular,1001,College Football
401309841,1,10005,Arizona,ARIZ,16,10017,BYU,BYU,24,Allegiant Stadium,,,9/5/2021 2:30,9/4/2021 19:30,10001,College Football 2021,2021,regular,1001,College Football
401309837,1,10018,California,CAL,17,10069,Nevada,NEV,22,California Memorial Stadium,,,9/5/2021 2:30,9/4/2021 19:30,10001,College Football 2021,2021,regular,1001,College Football
401310699,1,10090,San Diego State,SDSU,28,10071,New Mexico State,NMSU,10,Qualcomm Stadium,,,9/5/2021 2:30,9/4/2021 19:30,10001,College Football 2021,2021,regular,1001,College Football
401309840,1,10125,Washington State,WSU,23,10117,Utah State,USU,26,Martin Stadium,,,9/5/2021 3:00,9/4/2021 20:00,10001,College Football 2021,2021,regular,1001,College Football
401310698,1,10039,Hawai'i,HAW,49,10515,Portland State,NULL,35,Aloha Stadium,,,9/5/2021 3:59,9/4/2021 20:59,10001,College Football 2021,2021,regular,1001,College Football
401282614,1,10033,Florida State,FSU,38,10076,Notre Dame,ND,41,Bobby Bowden Field at Doak Campbell Stadium,,,9/5/2021 23:30,9/5/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282055,1,10082,Ole Miss,MISS,43,10053,Louisville,LOU,24,Mercedes-Benz Stadium,,,9/7/2021 0:00,9/6/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401331164,1,10106,Toledo,TOL,24,10062,Middle Tennessee,MTSU,31,Thomas Robinson Stadium,,,12/17/2021 17:00,12/17/2021 9:00,10001,College Football 2021,2021,postseason,1001,College Football
401331165,1,10023,Coastal Carolina,CCU,47,10073,Northern Illinois,NIU,41,Orlando City Stadium,,,12/17/2021 23:00,12/17/2021 15:00,10001,College Football 2021,2021,postseason,1001,College Football
401331166,1,10004,Appalachian State,APP,38,10126,Western Kentucky,WKU,59,FAU Stadium,,,12/18/2021 16:00,12/18/2021 8:00,10001,College Football 2021,2021,postseason,1001,College Football
401331167,1,10034,Fresno State,FRES,31,10118,UTEP,UTEP,24,University Stadium,,,12/18/2021 19:15,12/18/2021 11:15,10001,College Football 2021,2021,postseason,1001,College Football
401331168,1,10017,BYU,BYU,28,10110,UAB,UAB,31,Independence Stadium,,,12/18/2021 20:30,12/18/2021 12:30,10001,College Football 2021,2021,postseason,1001,College Football
401331169,1,10049,Liberty,LIB,56,10029,Eastern Michigan,EMU,20,Hancock Whitney Stadium,,,12/18/2021 22:45,12/18/2021 14:45,10001,College Football 2021,2021,postseason,1001,College Football
401331170,1,10084,Oregon State,ORST,13,10117,Utah State,USU,24,SoFi Stadium,,,12/19/2021 0:30,12/18/2021 16:30,10001,College Football 2021,2021,postseason,1001,College Football
401331171,1,10055,Marshall,MRSH,21,10050,Louisiana,ULL,36,Mercedes-Benz Superdome,,,12/19/2021 2:15,12/18/2021 18:15,10001,College Football 2021,2021,postseason,1001,College Football
401331172,1,10109,Tulsa,TLSA,30,10081,Old Dominion,ODU,17,Brooks Stadium,,,12/20/2021 19:30,12/20/2021 11:30,10001,College Football 2021,2021,postseason,1001,College Football
401331213,1,10130,Wyoming,WYO,52,10047,Kent State,KENT,38,Albertsons Stadium,,,12/21/2021 20:30,12/21/2021 12:30,10001,College Football 2021,2021,postseason,1001,College Football
401331214,1,10090,San Diego State,SDSU,38,10119,UT San Antonio,UTSA,24,Toyota Stadium,,,12/22/2021 0:30,12/21/2021 16:30,10001,College Football 2021,2021,postseason,1001,College Football
401331215,1,10009,Army,ARMY,24,10065,Missouri,MIZ,22,Amon G. Carter Stadium,,,12/23/2021 1:00,12/22/2021 17:00,10001,College Football 2021,2021,postseason,1001,College Football
401391158,1,10059,Miami (OH),M-OH,27,10074,North Texas,UNT,14,Toyota Stadium,,,12/23/2021 20:30,12/23/2021 12:30,10001,College Football 2021,2021,postseason,1001,College Football
401331216,1,10030,Florida,FLA,17,10111,UCF,UCF,29,Raymond James Stadium,,,12/24/2021 0:00,12/23/2021 16:00,10001,College Football 2021,2021,postseason,1001,College Football
401331218,1,10011,Ball State,BALL,20,10037,Georgia State,GAST,51,Cramton Bowl,,,12/25/2021 19:30,12/25/2021 11:30,10001,College Football 2021,2021,postseason,1001,College Football
401331219,1,10069,Nevada,NEV,24,10127,Western Michigan,WMU,52,Ford Field,,,12/27/2021 16:00,12/27/2021 8:00,10001,College Football 2021,2021,postseason,1001,College Football
401331221,1,10010,Auburn,AUB,13,10040,Houston,HOU,17,Protective Stadium,,,12/28/2021 17:00,12/28/2021 9:00,10001,College Football 2021,2021,postseason,1001,College Football
401331222,1,10053,Louisville,LOU,28,10001,Air Force,AFA,31,Gerald J. Ford Stadium,,,12/28/2021 20:15,12/28/2021 12:15,10001,College Football 2021,2021,postseason,1001,College Football
401331223,1,10105,Texas Tech,TTU,34,10064,Mississippi State,MSST,7,Liberty Bowl Memorial Stadium,,,12/28/2021 23:45,12/28/2021 15:45,10001,College Football 2021,2021,postseason,1001,College Football
401331224,1,10063,Minnesota,MINN,18,10128,West Virginia,WVU,6,Chase Field,,,12/29/2021 3:15,12/28/2021 19:15,10001,College Football 2021,2021,postseason,1001,College Football
401331226,1,10122,Virginia Tech,VT,10,10056,Maryland,MD,54,Yankee Stadium,,,12/29/2021 19:15,12/29/2021 11:15,10001,College Football 2021,2021,postseason,1001,College Football
401331227,1,10044,Iowa State,ISU,13,10022,Clemson,CLEM,20,Camping World Stadium,,,12/29/2021 22:45,12/29/2021 14:45,10001,College Football 2021,2021,postseason,1001,College Football
401331228,1,10079,Oklahoma,OKLA,47,10083,Oregon,ORE,32,Alamodome,,,12/30/2021 2:15,12/29/2021 18:15,10001,College Football 2021,2021,postseason,1001,College Football
401331229,1,10094,South Carolina,SC,38,10072,North Carolina,UNC,21,Bank of America Stadium,,,12/30/2021 16:30,12/30/2021 8:30,10001,College Football 2021,2021,postseason,1001,College Football
401331230,1,10087,Purdue,PUR,48,10101,Tennessee,TENN,45,Nissan Stadium,,,12/30/2021 20:00,12/30/2021 12:00,10001,College Football 2021,2021,postseason,1001,College Football
401331231,1,10061,Michigan State,MSU,31,10086,Pittsburgh,PITT,21,Mercedes-Benz Stadium,,,12/31/2021 0:00,12/30/2021 16:00,10001,College Football 2021,2021,postseason,1001,College Football
401331232,1,10006,Arizona State,ASU,13,10129,Wisconsin,WIS,20,Allegiant Stadium,,,12/31/2021 3:30,12/30/2021 19:30,10001,College Football 2021,2021,postseason,1001,College Football
401331233,1,10089,Rutgers,RUTG,10,10123,Wake Forest,WAKE,38,EverBank Field,,,12/31/2021 16:00,12/31/2021 8:00,10001,College Football 2021,2021,postseason,1001,College Football
401331654,1,10019,Central Michigan,CMU,24,10125,Washington State,WSU,21,Sun Bowl Stadium,,,12/31/2021 17:00,12/31/2021 9:00,10001,College Football 2021,2021,postseason,1001,College Football
401331235,1,10003,Alabama,ALA,27,10021,Cincinnati,CIN,6,AT&T Stadium,,,12/31/2021 20:30,12/31/2021 12:30,10001,College Football 2021,2021,postseason,1001,College Football
401331234,1,10060,Michigan,MICH,11,10035,Georgia,UGA,34,Hard Rock Stadium,,,1/1/2022 0:30,12/31/2021 16:30,10001,College Football 2021,2021,postseason,1001,College Football
401331236,1,10007,Arkansas,ARK,24,10085,Penn State,PSU,10,Raymond James Stadium,,,1/1/2022 17:00,1/1/2022 9:00,10001,College Football 2021,2021,postseason,1001,College Football
401331238,1,10076,Notre Dame,ND,35,10080,Oklahoma State,OKST,37,University of Phoenix Stadium,,,1/1/2022 18:00,1/1/2022 10:00,10001,College Football 2021,2021,postseason,1001,College Football
401331237,1,10048,Kentucky,UK,20,10043,Iowa,IOWA,17,Camping World Stadium,,,1/1/2022 18:00,1/1/2022 10:00,10001,College Football 2021,2021,postseason,1001,College Football
401331239,1,10078,Ohio State,OSU,48,10116,Utah,UTAH,45,Rose Bowl,,,1/1/2022 22:00,1/1/2022 14:00,10001,College Football 2021,2021,postseason,1001,College Football
401331240,1,10082,Ole Miss,MISS,7,10012,Baylor,BAY,21,Mercedes-Benz Superdome,,,1/2/2022 1:45,1/1/2022 17:45,10001,College Football 2021,2021,postseason,1001,College Football
401331241,1,10046,Kansas State,KSU,42,10054,LSU,LSU,20,NRG Stadium,,,1/5/2022 2:00,1/4/2022 18:00,10001,College Football 2021,2021,postseason,1001,College Football
401331242,1,10003,Alabama,ALA,,10035,Georgia,UGA,,Lucas Oil Stadium,,,1/11/2022 1:00,1/10/2022 17:00,10001,College Football 2021,2021,postseason,1001,College Football
401287896,2,10023,Coastal Carolina,CCU,49,10045,Kansas,KU,22,Brooks Stadium,,,9/10/2021 23:30,9/10/2021 16:30,10001,College Football 2021,2021,regular,1001,College Football
401282616,2,10027,Duke,DUKE,45,10506,North Carolina A&T,NULL,17,Wallace Wade Stadium,,,9/11/2021 0:00,9/10/2021 17:00,10001,College Football 2021,2021,regular,1001,College Football
401310701,2,10117,Utah State,USU,48,10508,North Dakota,NULL,24,Romney Stadium,,,9/11/2021 1:00,9/10/2021 18:00,10001,College Football 2021,2021,regular,1001,College Football
401282191,2,10013,Boise State,BSU,54,10118,UTEP,UTEP,13,Albertsons Stadium,,,9/11/2021 1:30,9/10/2021 18:30,10001,College Football 2021,2021,regular,1001,College Football
401282624,2,10121,Virginia,UVA,42,10041,Illinois,ILL,14,Scott Stadium,,,9/11/2021 15:00,9/11/2021 8:00,10001,College Football 2021,2021,regular,1001,College Football
401282193,2,10009,Army,ARMY,38,10126,Western Kentucky,WKU,35,Blaik Field at Michie Stadium,,,9/11/2021 15:30,9/11/2021 8:30,10001,College Football 2021,2021,regular,1001,College Football
401309545,2,10047,Kent State,KENT,60,10547,VMI,NULL,10,Dix Stadium,,,9/11/2021 15:30,9/11/2021 8:30,10001,College Football 2021,2021,regular,1001,College Football
401282625,2,10123,Wake Forest,WAKE,41,10505,Norfolk State,NULL,16,BB&T Field,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282804,2,10075,Northwestern,NW,24,10482,Indiana State,NULL,6,Ryan Field,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282058,2,10010,Auburn,AUB,62,10436,Alabama State,NULL,0,Jordan-Hare Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282783,2,10061,Michigan State,MSU,42,10555,Youngstown State,NULL,14,Spartan Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282809,2,10078,Ohio State,OSU,28,10083,Oregon,ORE,35,Ohio Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282618,2,10038,Georgia Tech,GT,45,10486,Kennesaw State,NULL,17,Bobby Dodd Stadium at Historic Grant Field,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282790,2,10063,Minnesota,MINN,31,10059,Miami (OH),M-OH,26,TCF Bank Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282066,2,10101,Tennessee,TENN,34,10086,Pittsburgh,PITT,41,Neyland Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401287899,2,10080,Oklahoma State,OKST,28,10109,Tulsa,TLSA,23,Boone Pickens Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282065,2,10028,East Carolina,ECU,17,10094,South Carolina,SC,20,Dowdy-Ficklen Stadium,,,9/11/2021 16:00,9/11/2021 9:00,10001,College Football 2021,2021,regular,1001,College Football
401282059,2,10096,South Florida,USF,20,10030,Florida,FLA,42,Raymond James Stadium,,,9/11/2021 17:00,9/11/2021 10:00,10001,College Football 2021,2021,regular,1001,College Football
401301000,2,10108,Tulane,TULN,69,10501,Morgan State,NULL,20,Benson Field at Yulman Stadium,,,9/11/2021 17:00,9/11/2021 10:00,10001,College Football 2021,2021,regular,1001,College Football
401309547,2,10073,Northern Illinois,NIU,43,10130,Wyoming,WYO,50,Brigham Field at Huskie Stadium,,,9/11/2021 17:30,9/11/2021 10:30,10001,College Football 2021,2021,regular,1001,College Football
401282186,2,10122,Virginia Tech,VT,35,10062,Middle Tennessee,MTSU,14,Lane Stadium,,,9/11/2021 18:00,9/11/2021 11:00,10001,College Football 2021,2021,regular,1001,College Football
